drug_name,raw_score,total_reviews,positive_reviews,side_effects,age_completion,gender_completion,trust_score
cobicistat / elvitegravir / emtricitabine / tenofovir alafenamide,0.0,12,2,2,0.08333333333333333,0.25,0.5
cogentin,0.0,3,0,0,0.0,0.0,0.5
colace,0.0,1,0,0,0.0,0.0,0.5
guarana,0.0,1,0,0,0.0,0.0,0.5
gynazole-1,0.0,1,0,0,0.0,1.0,0.5
habitrol,0.0,1,0,0,0.0,0.0,0.5
halofantrine,0.0,1,0,0,0.0,0.0,0.5
glipizide xl,0.0,1,0,0,0.0,1.0,0.5
dermatop,0.0,1,0,0,0.0,0.0,0.5
desloratadine,0.0,4,1,1,0.0,0.0,0.5
desmopressin,0.0,8,0,0,0.0,0.0,0.5
desoximetasone,0.0,2,0,0,0.0,0.0,0.5
desquam-x wash,0.0,1,0,0,0.0,0.0,0.5
eovist,0.0,1,0,0,0.0,0.0,0.5
humalog kwikpen,0.0,2,0,0,0.0,0.0,0.5
humulin n,0.0,1,0,0,0.0,0.0,0.5
tarina fe 1 / 20,0.0,4,0,0,0.0,0.25,0.5
tasigna,0.0,2,1,1,0.0,0.5,0.5
taxol,0.0,1,0,0,0.0,1.0,0.5
taxotere,0.0,2,0,0,0.0,0.0,0.5
tazorac,0.0,3,0,0,0.0,0.3333333333333333,0.5
tears again,0.0,2,0,0,0.0,0.0,0.5
tecfidera,0.0,5,1,1,0.2,0.0,0.5
tegaserod,0.0,6,2,2,0.16666666666666666,0.0,0.5
alavert d-12 hour allergy and sinus,0.0,1,0,0,0.0,0.0,0.5
albendazole,0.0,1,0,0,0.0,0.0,0.5
coagulation factor ix,0.0,1,0,0,0.0,0.0,0.5
hylenex,0.0,1,0,0,0.0,0.0,0.5
hydrochlorothiazide / irbesartan,0.0,1,0,0,0.0,0.0,0.5
hydrochlorothiazide / valsartan,0.0,2,0,0,0.0,0.0,0.5
hydrocodone / pseudoephedrine,0.0,1,0,0,0.0,0.0,0.5
hydrocortisone / pramoxine,0.0,5,1,0,0.0,0.0,0.5
hydroquinone,0.0,1,0,0,1.0,0.0,0.5
hydroxocobalamin,0.0,1,0,0,0.0,0.0,0.5
clindamax,0.0,1,0,0,0.0,0.0,0.5
clobazam,0.0,2,0,0,0.0,0.0,0.5
systane,0.0,2,0,0,0.0,0.0,0.5
systane ultra,0.0,1,0,0,0.0,0.0,0.5
taclonex scalp,0.0,2,0,0,0.0,0.0,0.5
take action,0.0,3,1,1,0.0,0.3333333333333333,0.5
taltz,0.0,3,1,0,0.0,0.6666666666666666,0.5
talwin nx,0.0,2,1,1,0.0,0.0,0.5
sudafed pe congestion,0.0,1,0,0,0.0,0.0,0.5
sulfacetamide sodium,0.0,3,1,0,0.0,0.0,0.5
sulfasalazine,0.0,11,1,1,0.09090909090909091,0.0,0.5
sulfazine,0.0,2,0,0,0.0,0.0,0.5
sulindac,0.0,2,0,0,0.0,0.0,0.5
supprelin la,0.0,1,0,0,0.0,0.0,0.5
suprax,0.0,1,0,0,0.0,0.0,0.5
sustiva,0.0,2,1,1,0.0,0.0,0.5
symlin,0.0,1,0,0,0.0,0.0,0.5
clocortolone,0.0,2,0,0,0.0,0.0,0.5
cloderm,0.0,2,0,0,0.0,0.0,0.5
hydroxyamphetamine / tropicamide,0.0,1,0,0,0.0,0.0,0.5
claritin,0.0,1,0,0,0.0,0.0,0.5
clear eyes contact lens multi-action relief,0.0,1,0,0,0.0,0.0,0.5
incruse ellipta,0.0,1,0,0,0.0,0.0,0.5
sterapred ds,0.0,1,0,0,0.0,0.0,0.5
stribild,0.0,11,1,1,0.0,0.5454545454545454,0.5
alka-seltzer plus cold,0.0,1,0,0,0.0,0.0,0.5
allegra allergy,0.0,1,0,0,0.0,0.0,0.5
striverdi respimat,0.0,1,0,0,0.0,0.0,0.5
sucralfate,0.0,10,2,2,0.0,0.0,0.5
sucroferric oxyhydroxide,0.0,1,0,0,0.0,0.0,0.5
ibuprofen / pseudoephedrine,0.0,1,0,0,0.0,0.0,0.5
ilevro,0.0,1,0,0,0.0,0.0,0.5
imitrex statdose,0.0,2,1,1,0.0,0.0,0.5
insulin regular,0.0,1,0,0,0.0,1.0,0.5
intal,0.0,2,0,0,0.0,0.5,0.5
intelence,0.0,2,0,0,0.0,0.0,0.5
interferon alfa-2b,0.0,1,0,0,0.0,0.0,0.5
interferon beta-1b,0.0,1,0,0,0.0,1.0,0.5
altace,0.0,2,0,0,0.5,0.0,0.5
alvesco,0.0,2,0,0,0.0,0.0,0.5
sprycel,0.0,4,1,0,0.75,0.25,0.5
st. john's wort,0.0,7,2,2,0.14285714285714285,0.2857142857142857,0.5
stadol,0.0,7,3,3,0.0,0.0,0.5
stelazine,0.0,1,0,0,0.0,0.0,0.5
sterapred,0.0,1,0,0,0.0,0.0,0.5
clarinex,0.0,2,1,1,0.0,0.5,0.5
empagliflozin,0.0,12,2,1,0.16666666666666666,0.08333333333333333,0.5
enfuvirtide,0.0,1,0,0,0.0,0.0,0.5
entacapone,0.0,3,1,1,0.0,0.0,0.5
enteragam,0.0,1,0,0,0.0,0.0,0.5
depo-provera contraceptive,0.0,2,0,0,0.0,0.0,0.5
dexamethasone / neomycin / polymyxin b,0.0,1,0,0,0.0,1.0,0.5
spiriva respimat,0.0,1,0,0,0.0,0.0,0.5
alpha 1-proteinase inhibitor,0.0,1,0,0,0.0,0.0,0.5
indocin,0.0,1,0,0,0.0,0.0,0.5
"influenza virus vaccine, live, trivalent",0.0,1,0,0,0.0,0.0,0.5
insulin aspart / insulin degludec,0.0,1,0,0,0.0,0.0,0.5
insulin isophane / insulin regular,0.0,1,0,0,0.0,0.0,0.5
choline salicylate / magnesium salicylate,0.0,1,0,0,0.0,0.0,0.5
chromium picolinate,0.0,2,0,0,0.0,0.0,0.5
soma compound with codeine,0.0,1,0,0,0.0,1.0,0.5
sominex,0.0,2,0,0,0.0,0.0,0.5
sorafenib,0.0,1,0,0,0.0,0.0,0.5
sorbitol,0.0,1,0,0,0.0,0.0,0.5
sotret,0.0,1,0,0,0.0,0.0,0.5
spinosad,0.0,1,0,0,0.0,1.0,0.5
visine totality multi-symptom relief,0.0,2,0,0,0.0,0.5,0.5
visine-a,0.0,1,0,0,0.0,0.0,0.5
visrx dose pack,0.0,1,0,0,0.0,0.0,0.5
vitamin b2,0.0,1,0,0,0.0,0.0,0.5
vytorin,0.0,1,0,0,1.0,0.0,0.5
sleep aid,0.0,2,1,1,0.0,0.5,0.5
sofosbuvir,0.0,13,2,1,0.07692307692307693,0.3076923076923077,0.5
solarcaine burn relief,0.0,1,0,0,0.0,0.0,0.5
cimetidine,0.0,1,0,0,0.0,0.0,0.5
ciprodex,0.0,3,0,0,0.0,0.6666666666666666,0.5
jakafi,0.0,1,0,0,0.0,0.0,0.5
iron sucrose,0.0,1,0,0,0.0,0.0,0.5
isentress,0.0,2,1,1,0.0,0.0,0.5
isoniazid,0.0,1,0,0,1.0,1.0,0.5
xalatan,0.0,3,0,0,0.0,0.3333333333333333,0.5
SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,0.0,2,0,0,0.0,1.0,0.5
jentadueto,0.0,2,0,0,0.0,0.0,0.5
junel 1 / 20,0.0,1,0,0,0.0,0.0,0.5
kalbitor,0.0,1,0,0,0.0,0.0,0.5
kaletra,0.0,1,0,0,0.0,0.0,0.5
kapvay,0.0,2,1,1,0.0,0.0,0.5
sitavig,0.0,2,0,0,0.0,0.0,0.5
chlorpheniramine / dextromethorphan,0.0,1,0,0,0.0,0.0,0.5
chlorpheniramine / hydrocodone / phenylephrine,0.0,1,0,0,0.0,0.0,0.5
chlorpheniramine / phenylephrine,0.0,4,0,0,0.0,0.25,0.5
keppra xr,0.0,1,0,0,0.0,0.0,0.5
kerafoam,0.0,1,0,0,0.0,0.0,0.5
jencycla,0.0,1,0,0,0.0,1.0,0.5
dextromethorphan / guaifenesin,0.0,1,0,0,0.0,0.0,0.5
dextromethorphan / guaifenesin / phenylephrine,0.0,1,0,0,0.0,1.0,0.5
dextromethorphan / guaifenesin / pseudoephedrine,0.0,1,0,0,0.0,0.0,0.5
eldepryl,0.0,1,0,0,0.0,0.0,0.5
elestrin,0.0,1,0,0,0.0,0.0,0.5
lac-hydrin,0.0,1,0,0,0.0,0.0,0.5
lactaid ultra,0.0,1,0,0,0.0,0.0,0.5
lactase,0.0,1,0,0,0.0,0.0,0.5
lactic acid,0.0,1,0,0,0.0,0.0,0.5
cervidil,0.0,1,0,0,0.0,0.0,0.5
amethia lo,0.0,1,0,0,0.0,1.0,0.5
amikacin,0.0,1,0,0,0.0,0.0,0.5
amitriptyline / chlordiazepoxide,0.0,1,0,0,0.0,0.0,0.5
amlodipine / atorvastatin,0.0,2,0,0,0.0,0.0,0.5
amlodipine / benazepril,0.0,5,2,2,0.2,0.4,0.5
sipuleucel-t,0.0,1,0,0,0.0,0.0,0.5
simbrinza,0.0,2,0,0,0.0,0.0,0.5
simcor,0.0,3,0,0,0.0,0.0,0.5
simethicone,0.0,3,0,0,0.0,0.0,0.5
ambrisentan,0.0,5,1,0,0.4,0.0,0.5
cetuximab,0.0,1,0,0,0.0,0.0,0.5
children's claritin allergy,0.0,1,0,0,0.0,0.0,0.5
chlorambucil,0.0,1,0,0,0.0,0.0,0.5
lamisil at,0.0,2,1,1,0.0,0.0,0.5
lariam,0.0,1,0,0,0.0,0.0,0.5
larin fe 1 / 20,0.0,5,1,1,0.2,0.2,0.5
larin fe 1.5 / 30,0.0,1,0,0,0.0,0.0,0.5
latanoprost,0.0,2,0,0,0.0,0.0,0.5
latisse,0.0,1,0,0,0.0,0.0,0.5
klor-con,0.0,1,0,0,0.0,1.0,0.5
konsyl,0.0,1,0,0,0.0,0.0,0.5
cellcept,0.0,7,1,0,0.0,0.0,0.5
levophed,0.0,1,0,0,0.0,0.0,0.5
lemtrada,0.0,1,0,0,0.0,0.0,0.5
lenalidomide,0.0,3,0,0,0.0,0.0,0.5
letairis,0.0,1,0,0,0.0,0.0,0.5
levacet,0.0,1,0,0,0.0,1.0,0.5
serostim,0.0,1,0,0,0.0,0.0,0.5
chorionic gonadotropin (hcg),0.0,4,0,0,0.0,0.0,0.5
silver,0.0,2,0,0,0.0,0.0,0.5
silver nitrate,0.0,1,0,0,0.0,0.0,0.5
egrifta,0.0,1,0,0,0.0,0.0,0.5
zioptan,0.0,3,0,0,0.0,0.0,0.5
VENLAFAXINE HYDROCHLORIDE,0.0,1,0,0,0.0,1.0,0.5
ZIPRASIDONE HYDROCHLORIDE,0.0,2,0,0,0.0,1.0,0.5
abacavir / lamivudine,0.0,3,1,1,0.0,0.0,0.5
abilify discmelt,0.0,1,0,0,0.0,0.0,0.5
abiraterone,0.0,3,0,0,0.0,0.3333333333333333,0.5
zinc oxide,0.0,2,0,0,0.0,0.0,0.5
selsun blue,0.0,1,0,0,0.0,0.0,0.5
BELIMUMAB,0.0,1,0,0,0.0,1.0,0.5
senna plus,0.0,1,0,0,0.0,0.0,0.5
senokot,0.0,6,1,1,0.0,0.5,0.5
septra,0.0,2,0,0,0.0,0.0,0.5
serax,0.0,2,1,1,0.5,0.0,0.5
cefepime,0.0,1,0,0,0.0,0.0,0.5
ceftibuten,0.0,1,0,0,0.0,0.0,0.5
sansert,0.0,1,0,0,0.0,0.0,0.5
levoxyl,0.0,7,1,1,0.14285714285714285,0.42857142857142855,0.5
osphena,0.0,3,1,1,0.3333333333333333,0.3333333333333333,0.5
lidocaine viscous,0.0,1,0,0,0.0,0.0,0.5
oxaprozin,0.0,1,0,0,1.0,0.0,0.5
limbitrol ds,0.0,1,0,0,0.0,0.0,0.5
limbrel,0.0,1,0,0,0.0,0.0,0.5
panlor dc,0.0,1,0,0,0.0,0.0,0.5
SOMATROPIN,0.0,1,0,0,0.0,1.0,0.5
TIOTROPIUM BROMIDE,0.0,2,0,0,0.0,1.0,0.5
TOFACITINIB,0.0,1,0,0,0.0,1.0,0.5
TRAMADOL HYDROCHLORIDE,0.0,1,0,0,0.0,1.0,0.5
Unknown,0.0,17,0,0,0.0,0.9411764705882353,0.5
edecrin,0.0,1,0,0,0.0,0.0,0.5
edoxaban,0.0,1,0,0,0.0,0.0,0.5
efavirenz,0.0,1,0,0,0.0,1.0,0.5
rythmol,0.0,1,0,0,0.0,0.0,0.5
rythmol sr,0.0,1,0,0,0.0,0.0,0.5
salicylic acid,0.0,2,1,1,0.0,0.5,0.5
bacitracin / polymyxin b,0.0,1,0,0,0.0,0.0,0.5
balsam peru / castor oil / trypsin,0.0,1,0,0,0.0,0.0,0.5
panlor ss,0.0,2,0,0,0.0,0.0,0.5
livalo,0.0,5,0,0,0.2,0.0,0.5
loestrin 21 1 / 20,0.0,4,1,1,0.0,0.5,0.5
carboplatin,0.0,1,0,0,0.0,0.0,0.5
amlodipine / telmisartan,0.0,2,0,0,0.0,0.0,0.5
ammonium lactate / halobetasol,0.0,1,0,0,0.0,0.0,0.5
amnesteem,0.0,4,1,1,0.0,0.5,0.5
parafon forte dsc,0.0,1,0,0,0.0,0.0,0.5
amoxil,0.0,2,0,0,0.0,0.0,0.5
salofalk,0.0,1,0,0,0.0,0.0,0.5
sanctura xr,0.0,2,0,0,0.0,0.0,0.5
apixaban,0.0,6,1,1,0.16666666666666666,0.3333333333333333,0.5
aprepitant,0.0,2,1,1,0.0,0.0,0.5
parathyroid hormone,0.0,1,0,0,0.0,0.0,0.5
arava,0.0,3,0,0,0.0,0.0,0.5
arformoterol,0.0,1,0,0,0.0,0.0,0.5
parlodel,0.0,2,0,0,0.0,0.0,0.5
romiplostim,0.0,1,0,0,0.0,0.0,0.5
belladonna / opium,0.0,1,0,0,0.0,0.0,0.5
cardura xl,0.0,1,0,0,0.0,0.0,0.5
carmol 20,0.0,1,0,0,0.0,0.0,0.5
casodex,0.0,1,0,0,0.0,0.0,0.5
loprox,0.0,1,0,0,0.0,0.0,0.5
anafranil,0.0,8,2,2,0.125,0.125,0.5
angiomax,0.0,1,0,0,0.0,0.0,0.5
anti-diarrheal,0.0,2,0,0,0.0,0.0,0.5
antihemophilic factor,0.0,1,0,0,0.0,0.0,0.5
macrodantin,0.0,6,1,1,0.0,0.0,0.5
risperdal consta,0.0,1,0,0,0.0,0.0,0.5
benicar hct,0.0,4,0,0,0.25,0.0,0.5
ritalin-sr,0.0,1,0,0,0.0,1.0,0.5
rituxan,0.0,2,0,0,0.0,0.0,0.5
osmoprep,0.0,1,0,0,0.0,1.0,0.5
robitussin cough + chest congestion dm,0.0,1,0,0,0.0,0.0,0.5
rocaltrol,0.0,1,0,0,0.0,1.0,0.5
lorazepam intensol,0.0,2,1,1,0.0,0.0,0.5
lotronex,0.0,4,0,0,0.0,0.0,0.5
lovastatin / niacin,0.0,1,0,0,0.0,0.0,0.5
lovaza,0.0,1,0,0,0.0,0.0,0.5
low-ogestrel-21,0.0,1,0,0,0.0,0.0,0.5
loxapine,0.0,1,0,0,0.0,0.0,0.5
lumigan,0.0,1,0,0,0.0,0.0,0.5
apidra,0.0,1,0,0,0.0,0.0,0.5
malarone,0.0,3,0,0,0.0,0.0,0.5
renvela,0.0,1,0,0,0.0,1.0,0.5
darunavir,0.0,1,0,0,0.0,0.0,0.5
darvon,0.0,2,0,0,0.0,0.0,0.5
revlimid,0.0,1,0,0,1.0,0.0,0.5
dasabuvir / ombitasvir / paritaprevir / ritonavir,0.0,1,0,0,0.0,0.0,0.5
rhinocort aqua,0.0,1,0,0,0.0,0.0,0.5
rho (d) immune globulin,0.0,1,0,0,0.0,0.0,0.5
rhofade,0.0,2,0,0,0.0,0.0,0.5
ribasphere,0.0,1,0,0,0.0,0.0,0.5
ribavirin,0.0,1,0,0,0.0,1.0,0.5
riboflavin,0.0,1,0,0,0.0,0.0,0.5
lupron depot-ped,0.0,2,0,0,1.0,0.5,0.5
deblitane,0.0,1,0,0,0.0,1.0,0.5
luxiq,0.0,1,0,0,0.0,0.0,0.5
acarbose,0.0,1,0,0,0.0,0.0,0.5
megace es,0.0,1,0,0,0.0,0.0,0.5
arnuity ellipta,0.0,1,0,0,0.0,0.0,0.5
artane,0.0,1,0,0,0.0,0.0,0.5
accolate,0.0,1,0,0,0.0,0.0,0.5
ALPRAZOLAM,0.0,1,0,0,0.0,1.0,0.5
ascorbic acid,0.0,1,0,0,0.0,0.0,0.5
zymar,0.0,2,0,0,0.0,0.5,0.5
ADALIMUMAB,0.0,2,0,0,0.0,1.0,0.5
ABIRATERONE ACETATE,0.0,1,0,0,0.0,1.0,0.5
siliq,0.0,1,0,0,0.0,0.0,0.5
ATORVASTATIN CALCIUM,0.0,1,0,0,0.0,1.0,0.5
capzasin,0.0,1,0,0,0.0,0.0,0.5
capzasin-p,0.0,1,0,0,0.0,0.0,0.5
carac,0.0,2,0,0,0.5,0.0,0.5
magnesium salicylate,0.0,1,0,0,1.0,0.0,0.5
uceris,0.0,1,0,0,0.0,0.0,0.5
didrex,0.0,1,0,0,0.0,0.0,0.5
everolimus,0.0,3,1,1,0.0,0.0,0.5
evista,0.0,1,0,0,1.0,0.0,0.5
duofilm,0.0,1,0,0,0.0,0.0,0.5
ex-lax regular strength pills,0.0,1,0,0,0.0,1.0,0.5
durezol,0.0,2,0,0,0.0,0.5,0.5
dyrenium,0.0,1,0,0,0.0,0.0,0.5
xtampza er,0.0,4,1,0,0.25,0.0,0.5
aristocort,0.0,1,0,0,0.0,0.0,0.5
marezine,0.0,3,1,1,0.0,0.3333333333333333,0.5
marlissa,0.0,1,0,0,0.0,0.0,0.5
excedrin quick tab,0.0,1,0,0,0.0,0.0,0.5
maxaron forte,0.0,2,0,0,0.0,0.0,0.5
mebaral,0.0,1,0,0,0.0,1.0,0.5
excedrin tension headache,0.0,2,0,0,0.0,0.0,0.5
unasyn,0.0,1,0,0,0.0,0.0,0.5
mepolizumab,0.0,2,1,1,0.0,0.5,0.5
mestranol / norethindrone,0.0,2,0,0,0.0,0.0,0.5
metadate er,0.0,1,0,0,0.0,0.0,0.5
unisom sleepgels,0.0,1,0,0,0.0,0.0,0.5
metformin / saxagliptin,0.0,2,0,0,0.0,0.0,0.5
radium 223 dichloride,0.0,1,0,0,0.0,0.0,0.5
rajani,0.0,2,0,0,0.0,1.0,0.5
rebif rebidose,0.0,1,0,0,0.0,0.0,0.5
reclipsen,0.0,22,4,4,0.0,0.4090909090909091,0.5
univasc,0.0,1,0,0,0.0,0.0,0.5
regorafenib,0.0,1,0,0,0.0,0.0,0.5
xeljanz xr,0.0,1,0,0,0.0,0.0,0.5
xeloda,0.0,2,0,0,0.0,0.5,0.5
xgeva,0.0,1,0,0,0.0,0.0,0.5
urispas,0.0,1,0,0,0.0,0.0,0.5
uristat,0.0,2,0,0,0.0,0.0,0.5
aspirin / oxycodone,0.0,1,0,0,0.0,0.0,0.5
asthmanefrin,0.0,1,0,0,0.0,0.0,0.5
atelvia,0.0,1,0,0,0.0,0.0,0.5
questran light,0.0,2,0,0,0.0,0.0,0.5
quinapril,0.0,2,1,1,0.0,0.0,0.5
r-tanna,0.0,1,0,0,0.0,0.0,0.5
racepinephrine,0.0,1,0,0,0.0,0.0,0.5
ursodiol,0.0,6,0,0,0.0,0.0,0.5
methscopolamine,0.0,2,0,0,0.0,0.0,0.5
methylergonovine,0.0,1,0,0,0.0,0.0,0.5
exubera,0.0,1,0,0,0.0,0.0,0.5
eyebright,0.0,1,0,0,0.0,0.0,0.5
caffeine,0.0,3,1,1,0.0,0.6666666666666666,0.5
melatonin,0.0,17,5,5,0.17647058823529413,0.0,0.5
meningococcal conjugate vaccine,0.0,1,0,0,0.0,0.0,0.5
menotropins,0.0,1,0,0,0.0,0.0,0.5
pulmicort respules,0.0,1,0,0,0.0,0.0,0.5
pyrantel,0.0,1,0,0,0.0,0.0,0.5
famotidine / ibuprofen,0.0,4,0,0,0.0,0.0,0.5
pyrithione zinc,0.0,1,0,0,0.0,0.0,0.5
q-dryl,0.0,1,0,0,0.0,0.0,0.5
cyclophosphamide,0.0,1,0,0,0.0,0.0,0.5
aspirin / carisoprodol / codeine,0.0,1,0,0,0.0,1.0,0.5
calcitonin,0.0,1,0,0,0.0,0.0,0.5
calcitriol,0.0,3,0,0,0.0,0.0,0.5
calcium acetate,0.0,1,0,0,0.0,0.0,0.5
calmoseptine,0.0,1,0,0,0.0,0.0,0.5
methylprednisolone,0.0,48,11,5,0.0625,0.0625,0.5
metrocream,0.0,3,0,0,0.0,0.0,0.5
metrogel,0.0,4,0,0,0.0,0.0,0.5
metrogel-vaginal,0.0,3,0,0,0.0,0.3333333333333333,0.5
aspirin / meprobamate,0.0,1,0,0,0.0,1.0,0.5
tylenol allergy multi-symptom nighttime,0.0,1,0,0,0.0,0.0,0.5
atropine / hyoscyamine / phenobarbital / scopolamine,0.0,6,2,2,0.0,0.0,0.5
atrovent,0.0,1,0,0,0.0,0.0,0.5
augmentin xr,0.0,1,0,0,0.0,0.0,0.5
propafenone,0.0,7,0,0,0.0,0.14285714285714285,0.5
acetaminophen / caffeine / magnesium salicylate,0.0,1,0,0,0.0,0.0,0.5
propulsid,0.0,1,0,0,0.0,0.0,0.5
prostigmin bromide,0.0,1,0,0,0.0,0.0,0.5
acetaminophen / chlorpheniramine / dextromethorphan / pseudoephedrine,0.0,1,0,0,0.0,0.0,0.5
miglitol,0.0,1,0,0,0.0,0.0,0.5
milk thistle,0.0,1,0,0,0.0,0.0,0.5
minivelle,0.0,2,0,0,0.0,0.0,0.5
protonix iv,0.0,1,0,0,0.0,0.0,0.5
provenge,0.0,1,0,0,0.0,0.0,0.5
proventil hfa,0.0,1,0,0,0.0,0.0,0.5
acetaminophen / chlorpheniramine / phenylephrine,0.0,1,0,0,0.0,0.0,0.5
acetaminophen / dextromethorphan / guaifenesin / phenylephrine,0.0,1,0,0,0.0,0.0,0.5
dextromethorphan / phenylephrine / pyrilamine,0.0,1,0,0,0.0,0.0,0.5
di-gel,0.0,1,0,0,0.0,0.0,0.5
zaroxolyn,0.0,1,0,0,0.0,0.0,0.5
zeasorb-af,0.0,1,0,0,0.0,0.0,0.5
zegerid otc,0.0,1,0,0,0.0,0.0,0.5
zelboraf,0.0,1,0,0,0.0,0.0,0.5
INTERFERON BETA-1A,0.0,2,0,0,0.0,1.0,0.5
promacta,0.0,1,0,0,1.0,0.0,0.5
promethazine dm,0.0,1,0,0,0.0,0.0,0.5
mircette,0.0,5,2,2,0.0,0.2,0.5
acetaminophen / dextromethorphan / guaifenesin / pseudoephedrine,0.0,1,0,0,0.0,0.0,0.5
estradiol / norethindrone,0.0,7,2,1,0.14285714285714285,0.14285714285714285,0.5
bupivacaine,0.0,2,0,0,0.0,1.0,0.5
buproban,0.0,2,0,0,0.0,0.0,0.5
debrox,0.0,1,0,0,0.0,0.0,0.5
prinivil,0.0,1,0,0,0.0,0.0,0.5
degarelix,0.0,1,0,0,0.0,1.0,0.5
acetylcysteine,0.0,1,0,0,0.0,0.0,0.5
monodox,0.0,5,2,2,0.2,0.2,0.5
acitretin,0.0,1,0,0,0.0,0.0,0.5
probenecid,0.0,1,0,0,0.0,0.0,0.5
procyclidine,0.0,1,0,0,0.0,0.0,0.5
prolensa,0.0,1,0,0,0.0,0.0,0.5
prolixin,0.0,1,0,0,0.0,1.0,0.5
actifed,0.0,1,0,0,0.0,0.0,0.5
yohimbine,0.0,4,0,0,0.0,0.25,0.5
zaditor,0.0,1,0,0,0.0,0.0,0.5
zanamivir,0.0,1,0,0,0.0,0.0,0.5
zarontin,0.0,1,0,0,0.0,0.0,0.5
dronedarone,0.0,1,0,0,0.0,0.0,0.5
trusopt,0.0,1,0,0,0.0,0.0,0.5
moxatag,0.0,1,0,0,0.0,0.0,0.5
tykerb,0.0,1,0,0,0.0,0.0,0.5
tylenol 8 hour,0.0,1,0,0,0.0,0.0,0.5
mucomyst-10,0.0,1,0,0,0.0,0.0,0.5
cyklokapron,0.0,1,0,0,0.0,0.0,0.5
prempro,0.0,2,0,0,0.0,0.0,0.5
premsyn pms,0.0,1,0,0,0.0,0.0,0.5
prevalite,0.0,1,0,0,0.0,0.0,0.5
prevident 5000 plus,0.0,1,0,0,0.0,0.0,0.5
previfem,0.0,3,1,1,0.3333333333333333,0.0,0.5
prevnar 13,0.0,3,0,0,0.0,0.0,0.5
prevpac,0.0,10,3,3,0.0,0.6,0.5
prezcobix,0.0,2,0,0,0.0,0.0,0.5
prezista,0.0,2,0,0,0.0,0.0,0.5
prialt,0.0,1,0,0,0.0,0.0,0.5
cylert,0.0,1,0,0,0.0,0.0,0.5
naftin,0.0,1,0,0,0.0,0.0,0.5
nalbuphine,0.0,4,0,0,0.0,0.25,0.5
potassium chloride,0.0,1,0,0,0.0,0.0,0.5
potassium citrate,0.0,2,0,0,0.0,0.0,0.5
felodipine,0.0,1,0,0,0.0,0.0,0.5
fenofibric acid,0.0,1,0,0,0.0,0.0,0.5
pramlintide,0.0,1,0,0,0.0,0.0,0.5
pramoxine / zinc oxide,0.0,1,0,0,0.0,0.0,0.5
prandin,0.0,1,0,0,0.0,0.0,0.5
prasugrel,0.0,2,0,0,0.0,0.0,0.5
prednisolone,0.0,8,2,2,0.25,0.125,0.5
feosol original,0.0,1,0,0,0.0,0.0,0.5
feraheme,0.0,1,0,0,0.0,0.0,0.5
premarin vaginal,0.0,3,0,0,0.6666666666666666,0.6666666666666666,0.5
motofen,0.0,1,0,0,0.0,0.0,0.5
motrin infant drops,0.0,1,0,0,0.0,0.0,0.5
axid ar,0.0,1,0,0,0.0,0.0,0.5
ferrous fumarate / iron polysaccharide,0.0,1,0,0,0.0,1.0,0.5
polymyxin b / trimethoprim,0.0,3,1,1,0.0,0.0,0.5
briviact,0.0,1,0,0,0.0,0.0,0.5
brodalumab,0.0,1,0,0,0.0,0.0,0.5
ferrous sulfate,0.0,5,1,1,0.0,0.0,0.5
brompheniramine / dextromethorphan / pseudoephedrine,0.0,1,0,0,0.0,0.0,0.5
brovana,0.0,2,0,0,0.0,0.0,0.5
tropicamide,0.0,1,0,0,0.0,0.0,0.5
naphazoline,0.0,3,0,0,0.0,0.3333333333333333,0.5
naphazoline / pheniramine,0.0,3,1,1,0.0,0.3333333333333333,0.5
acetaminophen / phenylephrine,0.0,1,0,0,0.0,0.0,0.5
mycolog ii,0.0,1,0,0,0.0,0.0,0.5
acetaminophen / aspirin,0.0,1,0,0,0.0,0.0,0.5
nabumetone,0.0,3,0,0,0.3333333333333333,0.0,0.5
nafcillin,0.0,1,0,0,0.0,0.0,0.5
bisoprolol,0.0,2,0,0,0.5,0.5,0.5
acetaminophen / aspirin / caffeine / salicylamide,0.0,2,0,0,0.0,0.0,0.5
natazia,0.0,4,1,1,0.0,0.5,0.5
esgic,0.0,2,0,0,0.0,0.0,0.5
necon 1 / 35,0.0,9,2,2,0.0,0.4444444444444444,0.5
necon 1 / 50,0.0,1,0,0,0.0,0.0,0.5
nembutal sodium,0.0,1,0,0,0.0,0.0,0.5
neo-poly-dex,0.0,3,0,0,0.0,0.3333333333333333,0.5
neo-synephrine nasal,0.0,1,0,0,0.0,0.0,0.5
neosporin,0.0,2,0,0,0.0,0.0,0.5
avandia,0.0,2,0,0,0.0,0.0,0.5
avastin,0.0,2,0,0,0.0,0.5,0.5
aveed,0.0,1,0,0,0.0,1.0,0.5
estraderm,0.0,1,0,0,0.0,0.0,0.5
avonex pen,0.0,1,0,0,0.0,0.0,0.5
axid,0.0,1,0,0,0.0,0.0,0.5
actoplus met,0.0,1,0,0,0.0,1.0,0.5
cosopt,0.0,1,0,0,0.0,0.0,0.5
plecanatide,0.0,3,1,1,0.0,0.0,0.5
plegridy,0.0,1,0,0,0.0,0.0,0.5
pneumococcal 23-polyvalent vaccine,0.0,2,0,0,0.0,0.0,0.5
podofilox,0.0,2,0,0,0.0,0.0,0.5
