drug_name,trust_score,total_reviews,positive_reviews,side_effects,age_completion,gender_completion
ambrisentan,0.5,5,1,0,0.4,0.0
amethia lo,0.5,1,0,0,0.0,1.0
amikacin,0.5,1,0,0,0.0,0.0
terbutaline,0.5,2,0,0,0.0,0.0
altace,0.5,2,0,0,0.5,0.0
alvesco,0.5,2,0,0,0.0,0.0
hydrochlorothiazide / irbesartan,0.5,1,0,0,0.0,0.0
tev-tropin,0.5,1,0,0,0.0,0.0
gentamicin,0.5,1,0,0,0.0,0.0
gentian violet,0.5,1,0,0,0.0,0.0
dronedarone,0.5,1,0,0,0.0,0.0
tranxene sd,0.5,1,0,0,0.0,0.0
travatan,0.5,1,0,0,0.0,0.0
topicort,0.5,1,0,0,0.0,0.0
toradol iv / im,0.5,1,0,0,0.0,0.0
toujeo,0.5,1,0,0,0.0,0.0
toujeo solostar,0.5,1,0,0,0.0,1.0
tinzaparin,0.5,1,0,0,0.0,0.0
tobradex,0.5,2,0,0,0.0,0.0
granulex,0.5,1,0,0,0.0,0.0
tolnaftate,0.5,1,0,0,0.0,0.0
thorazine,0.5,4,0,0,0.0,0.5
tiagabine,0.5,1,0,0,0.0,0.0
ticagrelor,0.5,4,0,0,0.0,0.25
timolol,0.5,2,0,0,0.0,0.0
difluprednate,0.5,2,0,0,0.0,0.0
guarana,0.5,1,0,0,0.0,0.0
gynazole-1,0.5,1,0,0,0.0,1.0
habitrol,0.5,1,0,0,0.0,0.0
halofantrine,0.5,1,0,0,0.0,0.0
gonal-f,0.5,1,0,0,0.0,0.0
tobramycin,0.5,2,0,0,0.0,0.0
zanamivir,0.5,1,0,0,0.0,0.0
zarontin,0.5,1,0,0,0.0,0.0
zaroxolyn,0.5,1,0,0,0.0,0.0
zeasorb-af,0.5,1,0,0,0.0,0.0
zomig-zmt,0.5,1,0,0,1.0,0.0
CAPECITABINE,0.5,1,0,0,0.0,1.0
xgeva,0.5,1,0,0,0.0,0.0
yohimbine,0.5,4,0,0,0.0,0.25
zaditor,0.5,1,0,0,0.0,0.0
zetia,0.5,9,1,0,0.1111111111111111,0.2222222222222222
zinc oxide,0.5,2,0,0,0.0,0.0
urispas,0.5,1,0,0,0.0,0.0
zipsor,0.5,2,0,0,0.5,0.0
zirgan,0.5,1,0,0,0.0,1.0
TIOTROPIUM BROMIDE,0.5,2,0,0,0.0,1.0
TOFACITINIB,0.5,1,0,0,0.0,1.0
zegerid otc,0.5,1,0,0,0.0,0.0
zelboraf,0.5,1,0,0,0.0,0.0
OXYCODONE,0.5,1,0,0,0.0,1.0
PREGABALIN,0.5,3,0,0,0.0,1.0
QUETIAPINE,0.5,1,0,0,0.0,1.0
SERTRALINE,0.5,1,0,0,0.0,1.0
SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,0.5,2,0,0,0.0,1.0
zioptan,0.5,3,0,0,0.0,0.0
xtampza er,0.5,4,1,0,0.25,0.0
accolate,0.5,1,0,0,0.0,0.0
acetaminophen / aspirin,0.5,1,0,0,0.0,0.0
acetaminophen / aspirin / caffeine / salicylamide,0.5,2,0,0,0.0,0.0
acetaminophen / caffeine / magnesium salicylate,0.5,1,0,0,0.0,0.0
abacavir / lamivudine,0.5,3,1,1,0.0,0.0
abilify discmelt,0.5,1,0,0,0.0,0.0
abiraterone,0.5,3,0,0,0.0,0.3333333333333333
acarbose,0.5,1,0,0,0.0,0.0
xeloda,0.5,2,0,0,0.0,0.5
casodex,0.5,1,0,0,0.0,0.0
ADALIMUMAB,0.5,2,0,0,0.0,1.0
ATORVASTATIN CALCIUM,0.5,1,0,0,0.0,1.0
estraderm,0.5,1,0,0,0.0,0.0
OMEPRAZOLE,0.5,1,0,0,0.0,1.0
zzzquil,0.5,1,0,0,0.0,0.0
CINACALCET HYDROCHLORIDE,0.5,1,0,0,0.0,1.0
DALFAMPRIDINE,0.5,1,0,0,0.0,1.0
DENOSUMAB,0.5,1,0,0,0.0,1.0
ABATACEPT,0.5,1,0,0,0.0,1.0
ABIRATERONE ACETATE,0.5,1,0,0,0.0,1.0
DOXAZOSIN,0.5,1,0,0,0.0,1.0
ESOMEPRAZOLE MAGNESIUM,0.5,1,0,0,0.0,1.0
evista,0.5,1,0,0,1.0,0.0
vectical,0.5,1,0,0,0.0,0.0
venofer,0.5,1,0,0,0.0,1.0
acetaminophen / chlorpheniramine / dextromethorphan / pseudoephedrine,0.5,1,0,0,0.0,0.0
acetaminophen / chlorpheniramine / phenylephrine,0.5,1,0,0,0.0,0.0
acetaminophen / dextromethorphan / guaifenesin / phenylephrine,0.5,1,0,0,0.0,0.0
feraheme,0.5,1,0,0,0.0,0.0
ferrous fumarate / iron polysaccharide,0.5,1,0,0,0.0,1.0
ferrous sulfate,0.5,5,1,1,0.0,0.0
fenofibric acid,0.5,1,0,0,0.0,0.0
fenugreek,0.5,1,0,0,0.0,0.0
feosol original,0.5,1,0,0,0.0,0.0
SOMATROPIN,0.5,1,0,0,0.0,1.0
entacapone,0.5,3,1,1,0.0,0.0
enteragam,0.5,1,0,0,0.0,0.0
eovist,0.5,1,0,0,0.0,0.0
empagliflozin,0.5,12,2,1,0.16666666666666666,0.08333333333333333
vanoxide-hc,0.5,1,0,0,0.0,0.0
vantin,0.5,1,0,0,0.0,0.0
uristat,0.5,2,0,0,0.0,0.0
ursodiol,0.5,6,0,0,0.0,0.0
afrin 4 hour extra moisturizing,0.5,1,0,0,0.0,0.0
alavert d-12 hour allergy and sinus,0.5,1,0,0,0.0,0.0
albendazole,0.5,1,0,0,0.0,0.0
enfuvirtide,0.5,1,0,0,0.0,0.0
LENALIDOMIDE,0.5,1,0,0,0.0,1.0
LETROZOLE,0.5,1,0,0,0.0,1.0
LISDEXAMFETAMINE DIMESYLATE,0.5,1,0,0,0.0,0.0
LITHIUM CARBONATE,0.5,1,0,0,0.0,1.0
METFORMIN,0.5,1,0,0,0.0,1.0
NAPROXEN,0.5,1,0,0,0.0,1.0
GOLIMUMAB,0.5,1,0,0,0.0,1.0
xeljanz xr,0.5,1,0,0,0.0,0.0
vytorin,0.5,1,0,0,1.0,0.0
vitamin b2,0.5,1,0,0,0.0,0.0
visine totality multi-symptom relief,0.5,2,0,0,0.0,0.5
vectibix,0.5,1,0,0,0.0,0.0
visrx dose pack,0.5,1,0,0,0.0,0.0
vibramycin,0.5,2,0,0,0.0,0.0
vicks sinex 12-hour decongestant nasal spray,0.5,1,0,0,0.0,0.0
vicks sinex nasal spray (old formulation),0.5,2,0,0,0.0,0.0
vigamox,0.5,2,0,0,0.0,0.0
actifed,0.5,1,0,0,0.0,0.0
actoplus met,0.5,1,0,0,0.0,1.0
acetaminophen / dextromethorphan / guaifenesin / pseudoephedrine,0.5,1,0,0,0.0,0.0
acetaminophen / phenylephrine,0.5,1,0,0,0.0,0.0
acetylcysteine,0.5,1,0,0,0.0,0.0
acitretin,0.5,1,0,0,0.0,0.0
visine-a,0.5,1,0,0,0.0,0.0
lactic acid,0.5,1,0,0,0.0,0.0
dasabuvir / ombitasvir / paritaprevir / ritonavir,0.5,1,0,0,0.0,0.0
deblitane,0.5,1,0,0,0.0,1.0
debrox,0.5,1,0,0,0.0,0.0
degarelix,0.5,1,0,0,0.0,1.0
darunavir,0.5,1,0,0,0.0,0.0
darvon,0.5,2,0,0,0.0,0.0
konsyl,0.5,1,0,0,0.0,0.0
cyklokapron,0.5,1,0,0,0.0,0.0
cylert,0.5,1,0,0,0.0,0.0
sipuleucel-t,0.5,1,0,0,0.0,0.0
hydrochlorothiazide / valsartan,0.5,2,0,0,0.0,0.0
sleep aid,0.5,2,1,1,0.0,0.5
siliq,0.5,1,0,0,0.0,0.0
silver,0.5,2,0,0,0.0,0.0
silver nitrate,0.5,1,0,0,0.0,0.0
simbrinza,0.5,2,0,0,0.0,0.0
simcor,0.5,3,0,0,0.0,0.0
simethicone,0.5,3,0,0,0.0,0.0
atropine / hyoscyamine / phenobarbital / scopolamine,0.5,6,2,2,0.0,0.0
atrovent,0.5,1,0,0,0.0,0.0
aubra,0.5,28,7,7,0.07142857142857142,0.39285714285714285
augmentin xr,0.5,1,0,0,0.0,0.0
sitavig,0.5,2,0,0,0.0,0.0
klor-con,0.5,1,0,0,0.0,1.0
kalbitor,0.5,1,0,0,0.0,0.0
kaletra,0.5,1,0,0,0.0,0.0
kapvay,0.5,2,1,1,0.0,0.0
desloratadine,0.5,4,1,1,0.0,0.0
desmopressin,0.5,8,0,0,0.0,0.0
desoximetasone,0.5,2,0,0,0.0,0.0
desquam-x wash,0.5,1,0,0,0.0,0.0
depo-provera contraceptive,0.5,2,0,0,0.0,0.0
dermatop,0.5,1,0,0,0.0,0.0
solarcaine burn relief,0.5,1,0,0,0.0,0.0
lactase,0.5,1,0,0,0.0,0.0
sominex,0.5,2,0,0,0.0,0.0
ascorbic acid,0.5,1,0,0,0.0,0.0
sofosbuvir,0.5,13,2,1,0.07692307692307693,0.3076923076923077
aristocort,0.5,1,0,0,0.0,0.0
arnuity ellipta,0.5,1,0,0,0.0,0.0
artane,0.5,1,0,0,0.0,0.0
aprepitant,0.5,2,1,1,0.0,0.0
arava,0.5,3,0,0,0.0,0.0
arformoterol,0.5,1,0,0,0.0,0.0
lac-hydrin,0.5,1,0,0,0.0,0.0
lactaid ultra,0.5,1,0,0,0.0,0.0
soma compound with codeine,0.5,1,0,0,0.0,1.0
cordarone,0.5,1,0,0,0.0,0.0
coricidin hbp cold & flu,0.5,1,0,0,0.0,0.0
corlanor,0.5,1,0,0,0.0,0.0
cortef,0.5,1,0,0,1.0,0.0
corticotropin,0.5,4,1,1,0.0,0.5
cortisporin otic,0.5,1,0,0,0.0,0.0
loestrin 21 1 / 20,0.5,4,1,1,0.0,0.5
livalo,0.5,5,0,0,0.2,0.0
lidocaine viscous,0.5,1,0,0,0.0,0.0
limbitrol ds,0.5,1,0,0,0.0,0.0
limbrel,0.5,1,0,0,0.0,0.0
avandia,0.5,2,0,0,0.0,0.0
rythmol sr,0.5,1,0,0,0.0,0.0
salicylic acid,0.5,2,1,1,0.0,0.5
salofalk,0.5,1,0,0,0.0,0.0
sanctura xr,0.5,2,0,0,0.0,0.0
romiplostim,0.5,1,0,0,0.0,0.0
azilsartan medoxomil,0.5,5,1,0,0.6,0.2
azithromycin dose pack,0.5,8,2,0,0.0,0.125
azopt,0.5,1,0,0,0.0,1.0
azurette,0.5,2,1,1,0.0,0.0
bacitracin / polymyxin b,0.5,1,0,0,0.0,0.0
aveed,0.5,1,0,0,0.0,1.0
rythmol,0.5,1,0,0,0.0,0.0
levophed,0.5,1,0,0,0.0,0.0
levoxyl,0.5,7,1,1,0.14285714285714285,0.42857142857142855
levacet,0.5,1,0,0,0.0,1.0
lemtrada,0.5,1,0,0,0.0,0.0
lenalidomide,0.5,3,0,0,0.0,0.0
letairis,0.5,1,0,0,0.0,0.0
lamisil at,0.5,2,1,1,0.0,0.0
lariam,0.5,1,0,0,0.0,0.0
larin fe 1 / 20,0.5,5,1,1,0.2,0.2
larin fe 1.5 / 30,0.5,1,0,0,0.0,0.0
latanoprost,0.5,2,0,0,0.0,0.0
sansert,0.5,1,0,0,0.0,0.0
aspirin / meprobamate,0.5,1,0,0,0.0,1.0
aspirin / oxycodone,0.5,1,0,0,0.0,0.0
asthmanefrin,0.5,1,0,0,0.0,0.0
atelvia,0.5,1,0,0,0.0,0.0
serax,0.5,2,1,1,0.5,0.0
serostim,0.5,1,0,0,0.0,0.0
aspirin / carisoprodol / codeine,0.5,1,0,0,0.0,1.0
selsun blue,0.5,1,0,0,0.0,0.0
senna plus,0.5,1,0,0,0.0,0.0
senokot,0.5,6,1,1,0.0,0.5
septra,0.5,2,0,0,0.0,0.0
latisse,0.5,1,0,0,0.0,0.0
dexamethasone / neomycin / polymyxin b,0.5,1,0,0,0.0,1.0
ibuprofen / pseudoephedrine,0.5,1,0,0,0.0,0.0
ilevro,0.5,1,0,0,0.0,0.0
hylenex,0.5,1,0,0,0.0,0.0
hydrocodone / pseudoephedrine,0.5,1,0,0,0.0,0.0
hydrocortisone / pramoxine,0.5,5,1,0,0.0,0.0
hydroquinone,0.5,1,0,0,1.0,0.0
hydroxocobalamin,0.5,1,0,0,0.0,0.0
hydroxyamphetamine / tropicamide,0.5,1,0,0,0.0,0.0
symlin,0.5,1,0,0,0.0,0.0
systane,0.5,2,0,0,0.0,0.0
kerafoam,0.5,1,0,0,0.0,0.0
antihemophilic factor,0.5,1,0,0,0.0,0.0
apidra,0.5,1,0,0,0.0,0.0
apixaban,0.5,6,1,1,0.16666666666666666,0.3333333333333333
supprelin la,0.5,1,0,0,0.0,0.0
suprax,0.5,1,0,0,0.0,0.0
sustiva,0.5,2,1,1,0.0,0.0
anafranil,0.5,8,2,2,0.125,0.125
angiomax,0.5,1,0,0,0.0,0.0
anti-diarrheal,0.5,2,0,0,0.0,0.0
ammonium lactate / halobetasol,0.5,1,0,0,0.0,0.0
amnesteem,0.5,4,1,1,0.0,0.5
systane ultra,0.5,1,0,0,0.0,0.0
doans pills extra strength,0.5,1,0,0,0.0,0.0
dobutamine,0.5,1,0,0,0.0,0.0
humalog kwikpen,0.5,2,0,0,0.0,0.0
humulin n,0.5,1,0,0,0.0,0.0
ditropan,0.5,1,0,0,0.0,0.0
divigel,0.5,1,0,0,0.0,0.0
dilantin,0.5,9,2,1,0.2222222222222222,0.3333333333333333
dimetapp children's cold & cough,0.5,1,0,0,0.0,0.0
dinoprostone,0.5,2,0,0,0.0,0.0
tenormin,0.5,6,1,1,0.3333333333333333,0.16666666666666666
terazosin,0.5,4,1,1,0.0,0.0
imitrex statdose,0.5,2,1,1,0.0,0.0
tears again,0.5,2,0,0,0.0,0.0
tecfidera,0.5,5,1,1,0.2,0.0
tegaserod,0.5,6,2,2,0.16666666666666666,0.0
tarina fe 1 / 20,0.5,4,0,0,0.0,0.25
tasigna,0.5,2,1,1,0.0,0.5
taxol,0.5,1,0,0,0.0,1.0
taxotere,0.5,2,0,0,0.0,0.0
taclonex scalp,0.5,2,0,0,0.0,0.0
take action,0.5,3,1,1,0.0,0.3333333333333333
taltz,0.5,3,1,0,0.0,0.6666666666666666
talwin nx,0.5,2,1,1,0.0,0.0
tazorac,0.5,3,0,0,0.0,0.3333333333333333
stadol,0.5,7,3,3,0.0,0.0
stelazine,0.5,1,0,0,0.0,0.0
sorafenib,0.5,1,0,0,0.0,0.0
sorbitol,0.5,1,0,0,0.0,0.0
sotret,0.5,1,0,0,0.0,0.0
spinosad,0.5,1,0,0,0.0,1.0
spiriva respimat,0.5,1,0,0,0.0,0.0
junel 1 / 20,0.5,1,0,0,0.0,0.0
deltasone,0.5,1,0,0,1.0,0.0
demadex,0.5,1,0,0,0.0,1.0
deoxycholic acid,0.5,2,0,0,0.0,0.5
amoxil,0.5,2,0,0,0.0,0.0
jencycla,0.5,1,0,0,0.0,1.0
jentadueto,0.5,2,0,0,0.0,0.0
iron sucrose,0.5,1,0,0,0.0,0.0
isentress,0.5,2,1,1,0.0,0.0
isoniazid,0.5,1,0,0,1.0,1.0
insulin regular,0.5,1,0,0,0.0,1.0
intal,0.5,2,0,0,0.0,0.5
intelence,0.5,2,0,0,0.0,0.0
interferon alfa-2b,0.5,1,0,0,0.0,0.0
interferon beta-1b,0.5,1,0,0,0.0,1.0
keppra xr,0.5,1,0,0,0.0,0.0
jakafi,0.5,1,0,0,0.0,0.0
"influenza virus vaccine, live, trivalent",0.5,1,0,0,0.0,0.0
insulin aspart / insulin degludec,0.5,1,0,0,0.0,0.0
insulin isophane / insulin regular,0.5,1,0,0,0.0,0.0
diflorasone,0.5,1,0,0,0.0,0.0
incruse ellipta,0.5,1,0,0,0.0,0.0
indocin,0.5,1,0,0,0.0,0.0
didrex,0.5,1,0,0,0.0,0.0
dextromethorphan / guaifenesin,0.5,1,0,0,0.0,0.0
dextromethorphan / guaifenesin / phenylephrine,0.5,1,0,0,0.0,1.0
dextromethorphan / guaifenesin / pseudoephedrine,0.5,1,0,0,0.0,0.0
dextromethorphan / phenylephrine / pyrilamine,0.5,1,0,0,0.0,0.0
st. john's wort,0.5,7,2,2,0.14285714285714285,0.2857142857142857
sucralfate,0.5,10,2,2,0.0,0.0
sucroferric oxyhydroxide,0.5,1,0,0,0.0,0.0
sudafed pe congestion,0.5,1,0,0,0.0,0.0
sulfacetamide sodium,0.5,3,1,0,0.0,0.0
sulfasalazine,0.5,11,1,1,0.09090909090909091,0.0
sulfazine,0.5,2,0,0,0.0,0.0
sulindac,0.5,2,0,0,0.0,0.0
sterapred,0.5,1,0,0,0.0,0.0
sterapred ds,0.5,1,0,0,0.0,0.0
stribild,0.5,11,1,1,0.0,0.5454545454545454
striverdi respimat,0.5,1,0,0,0.0,0.0
sprycel,0.5,4,1,0,0.75,0.25
di-gel,0.5,1,0,0,0.0,0.0
azithromycin,0.49964285714285717,140,31,19,0.02857142857142857,0.17857142857142858
minocycline,0.49954545454545457,110,31,26,0.22727272727272727,0.2727272727272727
bupropion,0.49731800766283524,261,74,48,0.12643678160919541,0.31417624521072796
tamsulosin,0.4968085106382979,47,10,7,0.06382978723404255,0.06382978723404255
cefdinir,0.49605263157894736,38,9,6,0.0,0.13157894736842105
albuterol,0.49473684210526314,19,5,1,0.0,0.10526315789473684
levonorgestrel,0.4946728971962617,1070,239,210,0.08224299065420561,0.3532710280373832
lamotrigine,0.49455128205128207,156,44,25,0.17307692307692307,0.28846153846153844
yuvafem,0.49444444444444446,9,2,0,0.0,0.1111111111111111
belviq,0.49433962264150944,159,43,18,0.07547169811320754,0.4025157232704403
prazosin,0.494,25,8,6,0.04,0.2
strattera,0.49375,72,22,17,0.4166666666666667,0.3333333333333333
vyvanse,0.49356060606060603,132,38,14,0.4166666666666667,0.26515151515151514
vilazodone,0.4926086956521739,115,33,18,0.22608695652173913,0.26956521739130435
moviprep,0.4922222222222222,45,11,2,0.08888888888888889,0.24444444444444444
cyproheptadine,0.4921875,32,8,6,0.0625,0.34375
finasteride,0.4921052631578947,19,3,2,0.15789473684210525,0.10526315789473684
levocetirizine,0.49189189189189186,37,9,5,0.02702702702702703,0.10810810810810811
latuda,0.49176470588235294,85,26,18,0.2,0.4470588235294118
lutera,0.49130434782608695,69,16,14,0.043478260869565216,0.37681159420289856
amoxicillin / clavulanate,0.4912087912087912,91,25,18,0.0,0.15384615384615385
carbamazepine,0.49117647058823527,51,12,8,0.11764705882352941,0.1568627450980392
armodafinil,0.4911111111111111,45,10,7,0.06666666666666667,0.15555555555555556
mirena,0.48945945945945946,370,71,75,0.13243243243243244,0.34594594594594597
ledipasvir / sofosbuvir,0.4893939393939394,66,19,18,0.030303030303030304,0.25757575757575757
risperdal,0.4891304347826087,23,3,1,0.0,0.13043478260869565
nucynta er,0.48846153846153845,13,4,2,0.38461538461538464,0.15384615384615385
bactrim,0.48818181818181816,55,14,13,0.01818181818181818,0.16363636363636364
delsym,0.4880952380952381,21,3,2,0.0,0.23809523809523808
baclofen,0.48727272727272725,55,15,3,0.21818181818181817,0.14545454545454545
keppra,0.4868421052631579,38,9,6,0.10526315789473684,0.18421052631578946
beclomethasone,0.4863636363636364,11,3,2,0.18181818181818182,0.18181818181818182
luvox,0.4863636363636364,11,3,1,0.2727272727272727,0.2727272727272727
valproic acid,0.4863636363636364,11,2,1,0.0,0.18181818181818182
solifenacin,0.4861111111111111,18,3,3,0.05555555555555555,0.05555555555555555
armour thyroid,0.4857142857142857,21,6,3,0.09523809523809523,0.09523809523809523
morphine,0.485,50,9,2,0.4,0.2
cymbalta,0.48384279475982533,229,72,51,0.21397379912663755,0.2052401746724891
tranylcypromine,0.48333333333333334,15,3,3,0.4,0.26666666666666666
pitavastatin,0.48333333333333334,9,2,1,0.1111111111111111,0.2222222222222222
doryx,0.48333333333333334,9,1,0,0.0,0.2222222222222222
vistaril,0.4826923076923077,26,6,4,0.23076923076923078,0.15384615384615385
dextromethorphan,0.4817073170731707,41,7,3,0.0,0.04878048780487805
liothyronine,0.48125,8,1,0,0.0,0.125
nortriptyline,0.4808641975308642,81,19,13,0.41975308641975306,0.2345679012345679
librax,0.4807692307692308,13,2,2,0.0,0.15384615384615385
atomoxetine,0.4803030303030303,66,19,11,0.36363636363636365,0.36363636363636365
geodon,0.48,50,11,7,0.28,0.24
amphetamine / dextroamphetamine,0.4799107142857143,112,27,18,0.4107142857142857,0.30357142857142855
wellbutrin xl,0.4796875,32,6,5,0.03125,0.125
propranolol,0.4794871794871795,156,38,31,0.391025641025641,0.28846153846153844
megestrol,0.4791666666666667,12,3,3,0.08333333333333333,0.16666666666666666
levaquin,0.4787037037037037,54,13,11,0.018518518518518517,0.2037037037037037
veltin,0.4785714285714286,7,1,0,0.0,0.42857142857142855
ramipril,0.4772727272727273,11,2,2,0.36363636363636365,0.0
fluconazole,0.47719298245614034,57,14,10,0.05263157894736842,0.12280701754385964
ciprofloxacin,0.4770408163265306,98,24,17,0.02040816326530612,0.21428571428571427
loestrin 24 fe,0.47684563758389265,149,34,34,0.0738255033557047,0.37583892617449666
yaz,0.4766666666666667,120,31,33,0.05,0.36666666666666664
crestor,0.4764705882352941,17,3,2,0.11764705882352941,0.17647058823529413
zolpidem,0.47615384615384615,130,38,30,0.13846153846153847,0.16153846153846155
ethinyl estradiol / levonorgestrel,0.475992438563327,529,110,115,0.024574669187145556,0.3780718336483932
levofloxacin,0.4759036144578313,83,17,12,0.04819277108433735,0.1927710843373494
diamox,0.475,10,2,2,0.2,0.2
keflex,0.475,10,1,0,0.0,0.0
zepatier,0.475,8,2,1,0.0,0.375
creon,0.475,6,1,0,0.16666666666666666,0.16666666666666666
amitriptyline,0.4744394618834081,223,61,47,0.4125560538116592,0.23318385650224216
ropinirole,0.47333333333333333,45,9,4,0.1111111111111111,0.15555555555555556
fluticasone / vilanterol,0.4727272727272727,11,2,0,0.0,0.09090909090909091
lyrica,0.4725409836065574,122,28,21,0.22950819672131148,0.11475409836065574
plan b one-step,0.4723809523809524,105,26,24,0.01904761904761905,0.3333333333333333
vraylar,0.4722222222222222,18,5,4,0.0,0.3333333333333333
donepezil,0.4722222222222222,9,2,2,0.2222222222222222,0.0
tamoxifen,0.471875,16,2,1,0.125,0.3125
losartan,0.4707547169811321,53,11,10,0.37735849056603776,0.22641509433962265
wellbutrin sr,0.47058823529411764,17,5,5,0.23529411764705882,0.35294117647058826
topamax,0.46988636363636366,88,22,15,0.17045454545454544,0.25
avelox,0.4696969696969697,33,9,8,0.030303030303030304,0.12121212121212122
clarithromycin,0.46964285714285714,84,21,20,0.03571428571428571,0.19047619047619047
medroxyprogesterone,0.4695167286245353,269,53,61,0.05947955390334572,0.3754646840148699
synthroid,0.46875,24,5,3,0.125,0.25
fluoxetine,0.46875,232,62,49,0.33189655172413796,0.2801724137931034
nifedipine,0.46875,16,2,2,0.0625,0.0625
insulin degludec,0.46875,8,1,0,0.0,0.125
hydrochlorothiazide / lisinopril,0.46875,8,1,0,0.0,0.25
eszopiclone,0.4671875,32,8,5,0.0625,0.15625
milnacipran,0.46714285714285714,70,21,18,0.08571428571428572,0.17142857142857143
gabapentin,0.46689895470383275,287,79,45,0.11498257839721254,0.2229965156794425
tri-lo-sprintec,0.4666666666666667,15,3,4,0.0,0.5333333333333333
lupron,0.4666666666666667,12,3,3,0.0,0.08333333333333333
norethindrone,0.46605504587155966,109,22,24,0.027522935779816515,0.3486238532110092
rituximab,0.465625,16,4,2,0.25,0.1875
zyclara,0.4642857142857143,7,1,1,0.0,0.2857142857142857
paxil,0.4639830508474576,118,35,26,0.2711864406779661,0.17796610169491525
cozaar,0.4636363636363636,11,2,1,0.2727272727272727,0.18181818181818182
xyzal,0.46296296296296297,27,5,5,0.0,0.18518518518518517
ziprasidone,0.4628787878787879,66,13,12,0.16666666666666666,0.30303030303030304
byetta,0.4625,12,4,4,0.08333333333333333,0.16666666666666666
bisacodyl,0.46228070175438596,171,37,45,0.04678362573099415,0.2631578947368421
fetzima,0.4621212121212121,33,7,4,0.21212121212121213,0.30303030303030304
homatropine / hydrocodone,0.46153846153846156,13,4,4,0.0,0.0
hydroxychloroquine,0.46111111111111114,36,9,10,0.05555555555555555,0.2222222222222222
buprenorphine,0.45982142857142855,56,15,4,0.21428571428571427,0.2857142857142857
atarax,0.4588235294117647,17,2,1,0.29411764705882354,0.23529411764705882
camrese,0.45869565217391306,23,4,4,0.0,0.43478260869565216
verapamil,0.4583333333333333,18,3,3,0.16666666666666666,0.1111111111111111
capsaicin,0.4583333333333333,12,1,1,0.0,0.08333333333333333
ibrutinib,0.4583333333333333,6,0,0,0.0,0.0
savella,0.4564814814814815,54,15,12,0.2222222222222222,0.2222222222222222
taytulla,0.45625,16,3,3,0.0,0.5
imatinib,0.45555555555555555,9,2,2,0.0,0.0
minoxidil,0.45555555555555555,18,2,2,0.05555555555555555,0.2222222222222222
triazolam,0.45555555555555555,9,3,3,0.1111111111111111,0.1111111111111111
atorvastatin,0.45555555555555555,27,4,4,0.37037037037037035,0.2222222222222222
atenolol,0.45517241379310347,29,6,6,0.06896551724137931,0.2413793103448276
allegra,0.45454545454545453,11,2,2,0.18181818181818182,0.18181818181818182
insulin glargine,0.45454545454545453,11,2,2,0.0,0.0
prolia,0.45454545454545453,11,1,2,0.0,0.09090909090909091
drospirenone / ethinyl estradiol,0.45454545454545453,253,63,73,0.05533596837944664,0.3675889328063241
celexa,0.45167785234899327,149,41,43,0.26174496644295303,0.2953020134228188
efavirenz / emtricitabine / tenofovir,0.45,15,2,3,0.0,0.2
arthrotec,0.45,5,0,0,0.2,0.2
ortho tri-cyclen,0.45,37,10,12,0.13513513513513514,0.43243243243243246
ranolazine,0.45,5,1,1,0.2,0.0
amlodipine / olmesartan,0.45,16,3,3,0.0,0.3125
bunavail,0.45,4,1,0,0.25,0.5
monurol,0.45,3,1,0,0.0,0.3333333333333333
serzone,0.45,3,1,0,0.0,0.0
cheratussin ac,0.45,5,0,0,0.0,0.0
tylenol pm,0.45,4,1,0,0.0,0.25
pravastatin,0.45,5,0,0,0.2,0.2
sovaldi,0.45,5,0,0,0.0,0.0
januvia,0.45,13,1,1,0.15384615384615385,0.15384615384615385
aviane,0.4487654320987654,81,17,24,0.04938271604938271,0.2962962962962963
lisinopril,0.447752808988764,89,13,14,0.24719101123595505,0.19101123595505617
lorcaserin,0.44733727810650886,169,36,27,0.07100591715976332,0.31952662721893493
ramelteon,0.4472222222222222,18,4,3,0.0,0.16666666666666666
valium,0.4470588235294118,34,7,6,0.14705882352941177,0.14705882352941177
pregabalin,0.44703947368421054,152,37,35,0.27631578947368424,0.19078947368421054
oxcarbazepine,0.44696969696969696,33,8,7,0.0,0.2727272727272727
guaifenesin / pseudoephedrine,0.44696969696969696,33,7,6,0.030303030303030304,0.24242424242424243
ethinyl estradiol / norelgestromin,0.4468,125,29,40,0.016,0.36
aripiprazole,0.4467153284671533,137,30,34,0.145985401459854,0.17518248175182483
apremilast,0.44456521739130433,46,11,13,0.10869565217391304,0.17391304347826086
loryna,0.4444444444444444,9,1,2,0.0,0.3333333333333333
hydrochlorothiazide / triamterene,0.4444444444444444,9,1,2,0.1111111111111111,0.3333333333333333
zarah,0.4444444444444444,9,2,3,0.0,0.2222222222222222
ms contin,0.4444444444444444,9,2,2,0.5555555555555556,0.0
campral,0.4442307692307692,26,7,0,0.0,0.19230769230769232
subutex,0.4441176470588235,17,5,0,0.058823529411764705,0.29411764705882354
depo-provera,0.4439130434782609,230,37,51,0.04782608695652174,0.3695652173913043
junel fe 1.5 / 30,0.44375,16,2,3,0.25,0.1875
nadolol,0.44285714285714284,7,1,1,0.2857142857142857,0.14285714285714285
dermal filler,0.44285714285714284,7,1,1,0.0,0.14285714285714285
teriparatide,0.4423076923076923,13,2,3,0.07692307692307693,0.38461538461538464
